epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
27,54.1919,1.80806,1.72015,2.62507,1.6426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014852,0.0014852,0.0014852
28,56.1097,1.68864,1.71403,2.53641,1.62021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014654,0.0014654,0.0014654
29,58.0171,1.59923,1.54291,2.4708,1.62756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014456,0.0014456,0.0014456
30,59.9416,1.62949,1.66111,2.45574,1.56879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014258,0.0014258,0.0014258
31,61.816,1.7251,1.55733,2.68061,1.72149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001406,0.001406,0.001406
32,63.7033,1.46425,1.47957,2.94224,1.54992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013862,0.0013862,0.0013862
33,65.5931,1.52759,1.38935,2.12014,1.58147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013664,0.0013664,0.0013664
34,67.5125,1.6534,1.53443,2.30139,1.58236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013466,0.0013466,0.0013466
35,69.3868,1.5949,1.7079,2.09827,1.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013268,0.0013268,0.0013268
36,71.3098,1.53973,1.37195,2.0844,1.58093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001307,0.001307,0.001307
37,73.2331,1.47884,1.33996,2.07548,1.45125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012872,0.0012872,0.0012872
38,75.1594,1.55981,1.84881,2.18263,1.54436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012674,0.0012674,0.0012674
39,77.0421,1.49008,1.40114,1.90817,1.45816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012476,0.0012476,0.0012476
40,78.9798,1.46715,1.42721,2.24687,1.52825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012278,0.0012278,0.0012278
41,80.9113,1.54403,1.22719,2.05964,1.5336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001208,0.001208,0.001208
42,82.8428,1.56167,1.27411,2.02395,1.51792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011882,0.0011882,0.0011882
43,84.7139,1.4566,1.45247,2.112,1.45139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011684,0.0011684,0.0011684
44,86.6424,1.58092,1.81181,2.02731,1.48053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011486,0.0011486,0.0011486
45,88.5779,1.58791,1.75464,2.06546,1.57204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011288,0.0011288,0.0011288
46,90.4979,1.45583,1.48536,1.86285,1.44092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001109,0.001109,0.001109
47,92.3827,1.39028,1.38068,1.81161,1.41199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010892,0.0010892,0.0010892
48,94.2931,1.44489,1.41301,1.8357,1.4959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010694,0.0010694,0.0010694
49,96.2104,1.48573,1.45547,1.77581,1.45453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010496,0.0010496,0.0010496
50,98.1154,1.36133,1.38116,1.81915,1.42372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010298,0.0010298,0.0010298
51,100.004,1.38965,1.46094,1.74284,1.41199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101,0.00101,0.00101
52,101.91,1.54565,1.42134,1.91549,1.5602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009902,0.0009902,0.0009902
53,103.809,1.30047,1.42301,2.05197,1.37329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009704,0.0009704,0.0009704
54,105.703,1.21979,1.27477,2.00585,1.27962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009506,0.0009506,0.0009506
55,107.596,1.42121,1.22515,1.80976,1.53318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009308,0.0009308,0.0009308
56,109.522,1.37395,1.34235,1.56259,1.35364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000911,0.000911,0.000911
57,111.437,1.40944,1.46729,1.65453,1.39839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008912,0.0008912,0.0008912
58,113.381,1.40773,1.56827,1.67292,1.41999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008714,0.0008714,0.0008714
59,115.29,1.44604,1.47185,1.67333,1.49948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008516,0.0008516,0.0008516
60,117.23,1.33527,1.3393,1.48843,1.34328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008318,0.0008318,0.0008318
61,119.148,1.23926,1.23629,1.35364,1.31153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000812,0.000812,0.000812
62,121.087,1.37669,1.32469,1.42593,1.36722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007922,0.0007922,0.0007922
63,122.997,1.16798,1.22182,1.35603,1.28519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007724,0.0007724,0.0007724
64,124.927,1.45488,1.41402,1.43024,1.41307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007526,0.0007526,0.0007526
65,126.876,1.34552,1.50411,1.48868,1.36116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007328,0.0007328,0.0007328
66,128.804,1.34939,1.31406,1.36339,1.35734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000713,0.000713,0.000713
67,130.729,1.15743,1.15315,1.3132,1.26892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006932,0.0006932,0.0006932
68,132.682,1.30848,1.38192,1.53714,1.39791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006734,0.0006734,0.0006734
69,134.626,1.25158,1.16563,1.31775,1.2541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006536,0.0006536,0.0006536
70,136.549,1.23707,1.35831,1.47002,1.31223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006338,0.0006338,0.0006338
71,138.455,1.37831,1.35155,1.48787,1.37004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000614,0.000614,0.000614
72,140.404,1.20184,1.38306,1.32859,1.34026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005942,0.0005942,0.0005942
73,142.34,1.3347,1.26209,1.41437,1.42823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005744,0.0005744,0.0005744
74,144.291,1.35798,1.48319,1.51232,1.36467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005546,0.0005546,0.0005546
75,146.182,1.29339,1.33164,1.36371,1.28429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005348,0.0005348,0.0005348
76,148.077,1.23073,1.37082,1.34381,1.29598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000515,0.000515,0.000515
77,151.606,1.20432,1.42158,1.29374,1.30426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004952,0.0004952,0.0004952
78,156.049,1.21325,1.25663,1.25074,1.28354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004754,0.0004754,0.0004754
79,160.409,1.16914,1.14871,1.31154,1.29353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004556,0.0004556,0.0004556
80,162.355,1.18123,1.33655,1.54976,1.15649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004358,0.0004358,0.0004358
81,164.301,1.12658,1.21115,1.17839,1.26237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000416,0.000416,0.000416
82,166.229,1.11259,1.20409,1.3221,1.30026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003962,0.0003962,0.0003962
83,168.13,1.03385,1.3125,1.2236,1.19715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003764,0.0003764,0.0003764
84,170.072,1.08512,1.0717,1.20044,1.26222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003566,0.0003566,0.0003566
85,171.994,1.13139,1.2522,1.18276,1.22716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003368,0.0003368,0.0003368
86,173.916,0.93245,0.98282,1.0856,1.18594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000317,0.000317,0.000317
87,175.831,1.2155,1.38685,1.26897,1.25289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002972,0.0002972,0.0002972
88,177.77,1.24833,1.24306,1.51627,1.31071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002774,0.0002774,0.0002774
89,179.733,1.17187,1.1903,1.3317,1.29348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002576,0.0002576,0.0002576
90,181.679,1.0991,1.18357,1.32531,1.25767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002378,0.0002378,0.0002378
91,190.479,0.99959,0.92548,1.47042,1.20768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000218,0.000218,0.000218
92,192.416,0.96209,0.96527,1.43757,1.26174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001982,0.0001982,0.0001982
93,194.379,0.99113,1.06777,1.41103,1.25625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001784,0.0001784,0.0001784
94,196.354,1.12219,1.22099,1.58088,1.2699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001586,0.0001586,0.0001586
95,198.254,0.99448,1.10094,1.45523,1.22381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001388,0.0001388,0.0001388
96,200.173,1.05159,1.24194,1.54446,1.31609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000119,0.000119,0.000119
97,202.087,1.08723,1.00958,1.53868,1.33806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.92e-05,9.92e-05,9.92e-05
98,204.016,0.99259,0.95056,1.43757,1.2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.94e-05,7.94e-05,7.94e-05
99,205.906,0.93225,0.95812,1.39261,1.28904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96e-05,5.96e-05,5.96e-05
